PhysicalActivity5OrMoreDays,activity_days,QN80_group,BMIPCT
4.0,3.0,Did not meet recommendation,92.29468816
1.0,0.0,Did not meet recommendation,3.72e-09
1.0,0.0,Did not meet recommendation,35.20622619
8.0,7.0,Met recommendation,77.85531727
2.0,1.0,Did not meet recommendation,15.29718496
8.0,7.0,Met recommendation,86.03629312
7.0,6.0,Met recommendation,57.57312174
8.0,7.0,Met recommendation,48.98596485
1.0,0.0,Did not meet recommendation,15.53240804
6.0,5.0,Met recommendation,68.32870413
8.0,7.0,Met recommendation,69.77678882
4.0,3.0,Did not meet recommendation,29.49477761
8.0,7.0,Met recommendation,79.67120611
1.0,0.0,Did not meet recommendation,41.5155192
7.0,6.0,Met recommendation,83.83716201
5.0,4.0,Did not meet recommendation,94.79049664
7.0,6.0,Met recommendation,10.0980018
6.0,5.0,Met recommendation,81.73093016
5.0,4.0,Did not meet recommendation,80.59668985
1.0,0.0,Did not meet recommendation,80.97504778
8.0,7.0,Met recommendation,71.77650233
3.0,2.0,Did not meet recommendation,51.57061646
6.0,5.0,Met recommendation,74.97339737
1.0,0.0,Did not meet recommendation,78.31747374
3.0,2.0,Did not meet recommendation,93.8867959
4.0,3.0,Did not meet recommendation,61.73415715
2.0,1.0,Did not meet recommendation,21.63321504
2.0,1.0,Did not meet recommendation,98.83229328
7.0,6.0,Met recommendation,67.02760826
2.0,1.0,Did not meet recommendation,1.827930997
5.0,4.0,Did not meet recommendation,66.68729588
2.0,1.0,Did not meet recommendation,96.01314028
6.0,5.0,Met recommendation,31.08786145
3.0,2.0,Did not meet recommendation,10.67598675
6.0,5.0,Met recommendation,85.9657027
1.0,0.0,Did not meet recommendation,70.84066228
6.0,5.0,Met recommendation,85.94819628
2.0,1.0,Did not meet recommendation,21.45872612
5.0,4.0,Did not meet recommendation,96.6144673
1.0,0.0,Did not meet recommendation,47.7153177
7.0,6.0,Met recommendation,47.50952011
8.0,7.0,Met recommendation,69.15980796
7.0,6.0,Met recommendation,61.71262234
6.0,5.0,Met recommendation,49.78650358
3.0,2.0,Did not meet recommendation,14.38794383
7.0,6.0,Met recommendation,47.28464354
1.0,0.0,Did not meet recommendation,57.43872869
8.0,7.0,Met recommendation,66.27569222
5.0,4.0,Did not meet recommendation,28.54864874
5.0,4.0,Did not meet recommendation,72.15157479
3.0,2.0,Did not meet recommendation,4.846548785
4.0,3.0,Did not meet recommendation,69.5988229
2.0,1.0,Did not meet recommendation,97.05875281
3.0,2.0,Did not meet recommendation,60.25938216
7.0,6.0,Met recommendation,89.52466745
8.0,7.0,Met recommendation,78.9594291
1.0,0.0,Did not meet recommendation,98.04566662
5.0,4.0,Did not meet recommendation,98.13004196
1.0,0.0,Did not meet recommendation,9.353982255
2.0,1.0,Did not meet recommendation,78.49593958
3.0,2.0,Did not meet recommendation,60.50842316
4.0,3.0,Did not meet recommendation,69.90936567
4.0,3.0,Did not meet recommendation,37.86086693
1.0,0.0,Did not meet recommendation,24.37249185
5.0,4.0,Did not meet recommendation,74.22155378
8.0,7.0,Met recommendation,23.65339914
8.0,7.0,Met recommendation,53.96737126
5.0,4.0,Did not meet recommendation,40.55138048
7.0,6.0,Met recommendation,40.79455963
2.0,1.0,Did not meet recommendation,71.98123934
6.0,5.0,Met recommendation,66.99718709
7.0,6.0,Met recommendation,47.52350758
7.0,6.0,Met recommendation,50.280802
8.0,7.0,Met recommendation,99.53623348
2.0,1.0,Did not meet recommendation,98.60730006
7.0,6.0,Met recommendation,92.62027788
1.0,0.0,Did not meet recommendation,28.65543817
8.0,7.0,Met recommendation,70.24465288
3.0,2.0,Did not meet recommendation,48.66934789
3.0,2.0,Did not meet recommendation,14.40031342
7.0,6.0,Met recommendation,35.66865835
2.0,1.0,Did not meet recommendation,62.18797285
5.0,4.0,Did not meet recommendation,56.72044489
5.0,4.0,Did not meet recommendation,37.60087813
7.0,6.0,Met recommendation,35.48539341
1.0,0.0,Did not meet recommendation,99.39565843
3.0,2.0,Did not meet recommendation,10.4345235
8.0,7.0,Met recommendation,52.12369341
5.0,4.0,Did not meet recommendation,37.59782411
8.0,7.0,Met recommendation,76.09828891
4.0,3.0,Did not meet recommendation,95.36826172
8.0,7.0,Met recommendation,33.17546115
4.0,3.0,Did not meet recommendation,84.62919716
7.0,6.0,Met recommendation,68.17556258
8.0,7.0,Met recommendation,75.2628239
1.0,0.0,Did not meet recommendation,45.29941242
2.0,1.0,Did not meet recommendation,23.32766848
8.0,7.0,Met recommendation,54.236927
3.0,2.0,Did not meet recommendation,74.45590053
5.0,4.0,Did not meet recommendation,70.11393651
5.0,4.0,Did not meet recommendation,49.07165942
2.0,1.0,Did not meet recommendation,21.08701585
4.0,3.0,Did not meet recommendation,95.74178272
3.0,2.0,Did not meet recommendation,98.57239439
4.0,3.0,Did not meet recommendation,67.15545224
3.0,2.0,Did not meet recommendation,48.05850021
3.0,2.0,Did not meet recommendation,11.97711072
1.0,0.0,Did not meet recommendation,52.55947074
8.0,7.0,Met recommendation,53.96737126
2.0,1.0,Did not meet recommendation,79.68910751
6.0,5.0,Met recommendation,67.95392435
5.0,4.0,Did not meet recommendation,1.952437721
2.0,1.0,Did not meet recommendation,45.26674712
8.0,7.0,Met recommendation,91.66386894
2.0,1.0,Did not meet recommendation,17.74504799
8.0,7.0,Met recommendation,53.96737126
1.0,0.0,Did not meet recommendation,59.66409628
5.0,4.0,Did not meet recommendation,37.86086693
6.0,5.0,Met recommendation,53.96737126
1.0,0.0,Did not meet recommendation,97.43899555
2.0,1.0,Did not meet recommendation,35.43738756
8.0,7.0,Met recommendation,47.52350758
8.0,7.0,Met recommendation,59.66409628
3.0,2.0,Did not meet recommendation,99.11437844
5.0,4.0,Did not meet recommendation,45.33714908
1.0,0.0,Did not meet recommendation,70.42286025
7.0,6.0,Met recommendation,15.09582517
1.0,0.0,Did not meet recommendation,83.38854727
8.0,7.0,Met recommendation,70.83973772
4.0,3.0,Did not meet recommendation,87.14410018
7.0,6.0,Met recommendation,39.48701713
5.0,4.0,Did not meet recommendation,59.41356498
2.0,1.0,Did not meet recommendation,71.24031837
4.0,3.0,Did not meet recommendation,69.13113635
1.0,0.0,Did not meet recommendation,96.23617059
1.0,0.0,Did not meet recommendation,31.54545269
3.0,2.0,Did not meet recommendation,67.04361636
4.0,3.0,Did not meet recommendation,59.65366863
6.0,5.0,Met recommendation,63.84716861
6.0,5.0,Met recommendation,87.16521278
8.0,7.0,Met recommendation,1.40030369
8.0,7.0,Met recommendation,51.7428672
7.0,6.0,Met recommendation,82.9105435
1.0,0.0,Did not meet recommendation,98.65022745
5.0,4.0,Did not meet recommendation,87.39539654
3.0,2.0,Did not meet recommendation,3.961497341
3.0,2.0,Did not meet recommendation,99.35762909
3.0,2.0,Did not meet recommendation,88.42538193
8.0,7.0,Met recommendation,47.75711216
8.0,7.0,Met recommendation,58.93820481
6.0,5.0,Met recommendation,20.75904023
6.0,5.0,Met recommendation,67.12889615
1.0,0.0,Did not meet recommendation,47.57670396
4.0,3.0,Did not meet recommendation,67.16680562
3.0,2.0,Did not meet recommendation,77.04936127
4.0,3.0,Did not meet recommendation,74.23946269
8.0,7.0,Met recommendation,23.65339914
4.0,3.0,Did not meet recommendation,47.49270385
2.0,1.0,Did not meet recommendation,83.65146996
3.0,2.0,Did not meet recommendation,41.64225082
1.0,0.0,Did not meet recommendation,96.21000485
1.0,0.0,Did not meet recommendation,98.57693347
1.0,0.0,Did not meet recommendation,71.04047181
4.0,3.0,Did not meet recommendation,62.71354329
2.0,1.0,Did not meet recommendation,90.445849
3.0,2.0,Did not meet recommendation,83.83716201
1.0,0.0,Did not meet recommendation,99.28624069
2.0,1.0,Did not meet recommendation,92.10805787
1.0,0.0,Did not meet recommendation,68.85850245
3.0,2.0,Did not meet recommendation,14.65283658
7.0,6.0,Met recommendation,23.56629787
8.0,7.0,Met recommendation,72.30226596
1.0,0.0,Did not meet recommendation,99.10797503
4.0,3.0,Did not meet recommendation,67.1343223
6.0,5.0,Met recommendation,83.59949632
7.0,6.0,Met recommendation,96.59544979
1.0,0.0,Did not meet recommendation,25.54426508
1.0,0.0,Did not meet recommendation,92.04190884
1.0,0.0,Did not meet recommendation,90.37184496
3.0,2.0,Did not meet recommendation,95.1818145
8.0,7.0,Met recommendation,76.61594979
8.0,7.0,Met recommendation,65.06251814
1.0,0.0,Did not meet recommendation,86.00972589
6.0,5.0,Met recommendation,66.88800531
7.0,6.0,Met recommendation,58.96570164
1.0,0.0,Did not meet recommendation,8.562650114
3.0,2.0,Did not meet recommendation,69.50735514
8.0,7.0,Met recommendation,80.45814115
5.0,4.0,Did not meet recommendation,86.76286104
6.0,5.0,Met recommendation,84.4582919
3.0,2.0,Did not meet recommendation,99.40401672
7.0,6.0,Met recommendation,34.20904036
7.0,6.0,Met recommendation,65.35196241
4.0,3.0,Did not meet recommendation,63.79345154
7.0,6.0,Met recommendation,39.68746738
7.0,6.0,Met recommendation,16.46165604
3.0,2.0,Did not meet recommendation,99.16331374
3.0,2.0,Did not meet recommendation,96.82674473
4.0,3.0,Did not meet recommendation,76.41320295
1.0,0.0,Did not meet recommendation,62.41050615
2.0,1.0,Did not meet recommendation,97.91458622
3.0,2.0,Did not meet recommendation,93.57527412
6.0,5.0,Met recommendation,54.76825471
2.0,1.0,Did not meet recommendation,58.87622836
1.0,0.0,Did not meet recommendation,96.02199137
3.0,2.0,Did not meet recommendation,60.66321529
8.0,7.0,Met recommendation,99.5863426
4.0,3.0,Did not meet recommendation,90.64452032
5.0,4.0,Did not meet recommendation,92.43406491
2.0,1.0,Did not meet recommendation,86.63046297
6.0,5.0,Met recommendation,58.87622836
5.0,4.0,Did not meet recommendation,47.9840088
5.0,4.0,Did not meet recommendation,94.58699394
6.0,5.0,Met recommendation,52.16728949
1.0,0.0,Did not meet recommendation,95.58384077
6.0,5.0,Met recommendation,97.02213328
4.0,3.0,Did not meet recommendation,25.66497134
7.0,6.0,Met recommendation,99.81953982
1.0,0.0,Did not meet recommendation,70.1846005
2.0,1.0,Did not meet recommendation,77.27245919
5.0,4.0,Did not meet recommendation,70.98914018
1.0,0.0,Did not meet recommendation,56.0248962
8.0,7.0,Met recommendation,66.78441167
6.0,5.0,Met recommendation,83.59949632
8.0,7.0,Met recommendation,84.41178425
3.0,2.0,Did not meet recommendation,87.25071452
6.0,5.0,Met recommendation,87.89933447
6.0,5.0,Met recommendation,17.15405869
8.0,7.0,Met recommendation,87.87854754
7.0,6.0,Met recommendation,86.58677976
6.0,5.0,Met recommendation,71.7892736
1.0,0.0,Did not meet recommendation,98.53601962
5.0,4.0,Did not meet recommendation,87.3464244
1.0,0.0,Did not meet recommendation,45.1520129
1.0,0.0,Did not meet recommendation,60.47945217
6.0,5.0,Met recommendation,60.47945217
6.0,5.0,Met recommendation,83.83716201
1.0,0.0,Did not meet recommendation,55.79291405
3.0,2.0,Did not meet recommendation,74.88770856
8.0,7.0,Met recommendation,91.93597549
2.0,1.0,Did not meet recommendation,58.8744133
3.0,2.0,Did not meet recommendation,33.66779009
4.0,3.0,Did not meet recommendation,43.53539984
5.0,4.0,Did not meet recommendation,97.86343961
8.0,7.0,Met recommendation,66.76021312
6.0,5.0,Met recommendation,71.8600337
7.0,6.0,Met recommendation,58.96570164
6.0,5.0,Met recommendation,97.42544743
1.0,0.0,Did not meet recommendation,17.54872121
8.0,7.0,Met recommendation,87.37254389
4.0,3.0,Did not meet recommendation,71.24517665
5.0,4.0,Did not meet recommendation,62.47075585
1.0,0.0,Did not meet recommendation,62.95970228
3.0,2.0,Did not meet recommendation,89.01623617
1.0,0.0,Did not meet recommendation,76.31024948
1.0,0.0,Did not meet recommendation,95.43893776
2.0,1.0,Did not meet recommendation,53.01344219
3.0,2.0,Did not meet recommendation,57.31734359
7.0,6.0,Met recommendation,63.18796467
1.0,0.0,Did not meet recommendation,93.01064782
1.0,0.0,Did not meet recommendation,91.49215597
2.0,1.0,Did not meet recommendation,65.43024833
1.0,0.0,Did not meet recommendation,94.71159568
6.0,5.0,Met recommendation,18.33302569
6.0,5.0,Met recommendation,54.64792215
4.0,3.0,Did not meet recommendation,87.3464244
4.0,3.0,Did not meet recommendation,60.47945217
7.0,6.0,Met recommendation,94.84709336
2.0,1.0,Did not meet recommendation,42.05103451
7.0,6.0,Met recommendation,57.23154694
8.0,7.0,Met recommendation,87.3464244
3.0,2.0,Did not meet recommendation,2.974353394
2.0,1.0,Did not meet recommendation,13.05895813
6.0,5.0,Met recommendation,29.69965869
3.0,2.0,Did not meet recommendation,64.55841927
1.0,0.0,Did not meet recommendation,99.60183928
8.0,7.0,Met recommendation,79.37279924
2.0,1.0,Did not meet recommendation,47.3616047
1.0,0.0,Did not meet recommendation,65.46843271
5.0,4.0,Did not meet recommendation,13.58495237
1.0,0.0,Did not meet recommendation,89.13675181
6.0,5.0,Met recommendation,50.74874814
3.0,2.0,Did not meet recommendation,92.43136828
5.0,4.0,Did not meet recommendation,6.915720496
1.0,0.0,Did not meet recommendation,94.05766279
1.0,0.0,Did not meet recommendation,77.88268248
1.0,0.0,Did not meet recommendation,96.42850179
1.0,0.0,Did not meet recommendation,35.48942561
1.0,0.0,Did not meet recommendation,57.02874133
1.0,0.0,Did not meet recommendation,61.77258749
1.0,0.0,Did not meet recommendation,19.66638439
5.0,4.0,Did not meet recommendation,98.31369577
2.0,1.0,Did not meet recommendation,61.00492226
8.0,7.0,Met recommendation,98.86253946
8.0,7.0,Met recommendation,75.92719998
4.0,3.0,Did not meet recommendation,83.81277898
2.0,1.0,Did not meet recommendation,73.31969158
1.0,0.0,Did not meet recommendation,83.06926617
1.0,0.0,Did not meet recommendation,92.64639674
1.0,0.0,Did not meet recommendation,50.280802
3.0,2.0,Did not meet recommendation,43.40450412
7.0,6.0,Met recommendation,78.27296534
2.0,1.0,Did not meet recommendation,50.57461132
1.0,0.0,Did not meet recommendation,97.10558728
1.0,0.0,Did not meet recommendation,56.95841633
1.0,0.0,Did not meet recommendation,93.79543511
2.0,1.0,Did not meet recommendation,71.28169648
7.0,6.0,Met recommendation,90.00057
1.0,0.0,Did not meet recommendation,98.50877172
6.0,5.0,Met recommendation,52.93975746
8.0,7.0,Met recommendation,62.75875953
8.0,7.0,Met recommendation,95.80634472
3.0,2.0,Did not meet recommendation,29.08833714
2.0,1.0,Did not meet recommendation,88.37481573
7.0,6.0,Met recommendation,96.89394797
4.0,3.0,Did not meet recommendation,88.47985603
1.0,0.0,Did not meet recommendation,22.13344692
4.0,3.0,Did not meet recommendation,98.32881877
3.0,2.0,Did not meet recommendation,73.67631258
1.0,0.0,Did not meet recommendation,76.77275392
1.0,0.0,Did not meet recommendation,21.34001702
8.0,7.0,Met recommendation,85.71224216
1.0,0.0,Did not meet recommendation,95.00879807
1.0,0.0,Did not meet recommendation,59.20436934
2.0,1.0,Did not meet recommendation,21.08701585
4.0,3.0,Did not meet recommendation,98.11904317
1.0,0.0,Did not meet recommendation,5.086495135
8.0,7.0,Met recommendation,63.94021415
8.0,7.0,Met recommendation,33.83135098
5.0,4.0,Did not meet recommendation,55.80107617
7.0,6.0,Met recommendation,88.52541065
6.0,5.0,Met recommendation,89.6840555
3.0,2.0,Did not meet recommendation,92.6891161
1.0,0.0,Did not meet recommendation,17.13053094
2.0,1.0,Did not meet recommendation,91.35221412
5.0,4.0,Did not meet recommendation,86.17092387
6.0,5.0,Met recommendation,47.9840088
8.0,7.0,Met recommendation,64.26150224
8.0,7.0,Met recommendation,99.19735127
8.0,7.0,Met recommendation,26.68936925
4.0,3.0,Did not meet recommendation,95.50889982
1.0,0.0,Did not meet recommendation,38.4571486
1.0,0.0,Did not meet recommendation,78.35309341
3.0,2.0,Did not meet recommendation,47.57670396
5.0,4.0,Did not meet recommendation,85.48805015
1.0,0.0,Did not meet recommendation,87.87850996
2.0,1.0,Did not meet recommendation,21.80091321
8.0,7.0,Met recommendation,97.23423628
6.0,5.0,Met recommendation,71.88874208
5.0,4.0,Did not meet recommendation,87.48967496
4.0,3.0,Did not meet recommendation,98.88068789
4.0,3.0,Did not meet recommendation,84.99585684
3.0,2.0,Did not meet recommendation,91.7723057
1.0,0.0,Did not meet recommendation,63.81111277
1.0,0.0,Did not meet recommendation,97.82278208
1.0,0.0,Did not meet recommendation,90.34205382
1.0,0.0,Did not meet recommendation,62.21357175
1.0,0.0,Did not meet recommendation,20.6206999
6.0,5.0,Met recommendation,31.95457566
2.0,1.0,Did not meet recommendation,89.53706561
2.0,1.0,Did not meet recommendation,43.18972253
4.0,3.0,Did not meet recommendation,68.98660927
5.0,4.0,Did not meet recommendation,55.56946877
1.0,0.0,Did not meet recommendation,94.18128667
7.0,6.0,Met recommendation,38.60495566
1.0,0.0,Did not meet recommendation,62.45929785
6.0,5.0,Met recommendation,51.29024652
3.0,2.0,Did not meet recommendation,84.50475698
2.0,1.0,Did not meet recommendation,95.34309976
6.0,5.0,Met recommendation,98.83048713
8.0,7.0,Met recommendation,98.21904951
6.0,5.0,Met recommendation,78.15995475
8.0,7.0,Met recommendation,45.82424345
6.0,5.0,Met recommendation,6.550834406
8.0,7.0,Met recommendation,85.93465272
4.0,3.0,Did not meet recommendation,64.3505125
1.0,0.0,Did not meet recommendation,53.9997225
